Page URL,Content,Post media content,Author,Author URL,Reactions,Comments,Reposts,ID
https://www.facebook.com/groups/696166321250526,"Både min far og faster var i modstandsbevægelsen.Min far fotograferede efter sabotager i Vejle og min faster rejste som kurer for Bennike fra Vejle eller Silkeborg til København, hun blev taget af gestapo og kom i arrest på Kolding hus og senere sendt til Frøslev, hun kom hjem med de Hvide Busser. Hun gik under navnet “Tante Asta”.",,Michael Bechmann,https://www.facebook.com/groups/696166321250526/user/1172677186/?__cft__[0]=AZWoBzHrI05PAfYcSAWnERsvQV9dkf9m8o1Ee0sfsNg-vYuGgUIWElx2UGAFJTJUMrkbIiX8Q2bJAGFFJxdY9UN8o4GJt8lIQ6JLyY21kcNiGfTXCl81Ar91R4pYP9IkpeK4yAqh6DmedbDMF09a4Im27aYOq4t5s08XzSvLHaPZWUtawR297fNP_0rwdd7sczQ&__tn__=R-R,66,9 kommentarer,9 kommentarer,114
https://www.facebook.com/groups/696166321250526,Karikatur tegning fra dengang.,https://scontent-arn2-1.xx.fbcdn.net/v/t39.30808-6/419890879_10232069099576904_8874773632183248506_n.jpg?stp=cp6_dst-jpg&_nc_cat=107&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=Pyh2DMTSwjkQ7kNvgFDrtgu&_nc_zt=23&_nc_ht=scontent-arn2-1.xx&_nc_gid=AefvV52imB0GZPf25Dk1iP1&oh=00_AYBVXc2wMUl7z7ixnLpgADZ9fABJAHi0Fo9ScLh4jmyeiA&oe=671D3922,Burhan Bayhan,https://www.facebook.com/groups/696166321250526/user/1047192186/?__cft__[0]=AZXjJFrf4r2_cWtskrAzMTpy0zZNafVDq9_CBtgEYD65KB5V8QCWQXeSFaryWEt7BYhUa020elEJhPZ8tlpXwmK4N-qKcqhT59mBcBnQWBpgghXYtUfSUllMqcHJdtsxxnLfso_sUqkRPed3brZqsaNF39otbg-Z9wD4fwCNuu3K7VGqvT3CrrlxC7ZhB8mQtBGLq0SV4WBeKgbN_WZC5ieU&__tn__=R-R,56,5 kommentarer,5 kommentarer,115
https://www.facebook.com/groups/696166321250526,"Min halskæde som jeg bar under krigen i tilfælde af der skete noget. På forsiden mit navn, og på bagsiden telefon nummeret på min mormor og morfar.",https://scontent-arn2-1.xx.fbcdn.net/v/t39.30808-6/419233379_10232050413909774_5951535184073828328_n.jpg?stp=dst-jpg_p960x960&_nc_cat=111&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=LbfDMyibEloQ7kNvgHaiCfu&_nc_zt=23&_nc_ht=scontent-arn2-1.xx&_nc_gid=AefvV52imB0GZPf25Dk1iP1&oh=00_AYAl8HczoRF4siGq7Y3eWqp3PlCBlmXd8xLD_5-Tn5gilA&oe=671D218D,Ronnie H. M.,https://www.facebook.com/groups/696166321250526/user/1382724954/?__cft__[0]=AZUHjyGTTvaxea4iJy1tvgXzNIlp4BRHPOBOQwIPyKwv7s50FNHQveTgD0S_vfS-eU8AQIbhK4TtgBxiASzn3uwI4-ENXDfWN12K8TSpPyLHRKMsLtKtS5RwhwhUyc-I18SDl2Y_WglKIimI6kjDe_xsC7qfs5pm4UolDXKf3clPqt0eGk7oR7wWuaaLsZtF2j0lWCj1n8GDwIBpXdBDoU-R&__tn__=R-R,75,5 kommentarer,5 kommentarer,116
https://www.facebook.com/groups/696166321250526,"I næste uge genåbner udstillingen Flugtrute Møn 1943 på Møns Museum, Storegade76 i Stege. I kan læse om udstillingen og åbningstiderne på hjemmesiden Flugtrute-moen-1943.dk og se mere om udstillingen her: https://www.youtube.com/watch?v=QdzLPkji6dY",https://scontent-arn2-1.xx.fbcdn.net/v/t39.30808-6/418461861_7139275669454271_6477704024377379542_n.jpg?stp=cp6_dst-jpg_s1080x2048&_nc_cat=109&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=jGP8PQjiz0cQ7kNvgEahRzE&_nc_zt=23&_nc_ht=scontent-arn2-1.xx&_nc_gid=A7v9Rfq-eoLAdF-WDGSdHns&oh=00_AYDzSHAi3scP24yf94o6g42OYV1ehllDzXsTvI_ysiy3jQ&oe=671D1C61,,,8,,,117
https://www.facebook.com/groups/696166321250526,"Forslag til en af sommerens udflugter. Kalvehave kirke, Brostræde og Møns Museum. Mindesten og snublesten over frihedskæmperen Leo Købmann, der gav anledning til udstillingen Flugtute Møn på Møns Museum, Storegade 75, Stege.",https://scontent-arn2-1.xx.fbcdn.net/v/t39.30808-6/418973754_7135928953122276_961685781418112244_n.jpg?stp=cp6_dst-jpg&_nc_cat=109&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=mwWphqxECvgQ7kNvgG9wYiw&_nc_zt=23&_nc_ht=scontent-arn2-1.xx&_nc_gid=A7v9Rfq-eoLAdF-WDGSdHns&oh=00_AYAwbRhR7DOec-kW0J9K6Sqb2AGjm0nzU_w6LtkD5esoIA&oe=671D2C37,,,51,,,118
https://www.facebook.com/groups/696166321250526,"Kæreste Venner af HOLGER DANSKE’s vugge.. Stjerne Radio, Istedgade 31..Med de bedste ønsker om et bedre og fredeligere år end det foregående..Kæmp for alt, hva… Se mere",https://scontent-arn2-1.xx.fbcdn.net/v/t39.30808-6/416028761_902559365210039_2120911474938968797_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=833d8c&_nc_ohc=WN7MTurIzqgQ7kNvgHMzzgB&_nc_zt=23&_nc_ht=scontent-arn2-1.xx&_nc_gid=Ahn9E7X3zMiNsaBUCGq86YF&oh=00_AYC6m55HErB6g9H13ENkK9hSH-RVXT5J3xRhsou5IAUe2A&oe=671D4496,Stjerne Radio,"https://www.facebook.com/profile.php?id=100063679503165&__cft__[0]=AZVrkr8k_HMtrh9eVcW0glKbxsX1tUU7b84SqSfCzMoxXJDle8Hqsht4yju3OLUFwSJNP2MO8NLwrHl2XdF_EqV5CsbJQhm1Wm_dTCJ2aYFDWdV-mA7L9AYmPuymd9lL8p8pAdLOA4K7W2-2oGAXYGkzMLe3ib83nhqvj4PscnKpMCxsBLxXf-iVM4mL6psq6FlZ1asjouuF5WCR76reb99gq0FjpFOKqY9FUgrJpb4FZh918tMnlJ6J1SP8BTh2-D69L2Dsa99O4S8sgcxjrBVC&__tn__=%3C%2CP-y-R, https://www.facebook.com/groups/696166321250526/user/100063679503165/?__cft__[0]=AZVrkr8k_HMtrh9eVcW0glKbxsX1tUU7b84SqSfCzMoxXJDle8Hqsht4yju3OLUFwSJNP2MO8NLwrHl2XdF_EqV5CsbJQhm1Wm_dTCJ2aYFDWdV-mA7L9AYmPuymd9lL8p8pAdLOA4K7W2-2oGAXYGkzMLe3ib83nhqvj4PscnKpMCxsBLxXf-iVM4mL6psq6FlZ1asjouuF5WCR76reb99gq0FjpFOKqY9FUgrJpb4FZh918tMnlJ6J1SP8BTh2-D69L2Dsa99O4S8sgcxjrBVC&__tn__=%3C%3C%2CP-y-R",28,,,119
https://www.facebook.com/groups/696166321250526,Min ven Ulrik i Spentrup kirke inden optagelsen til hvidsten gruppen de efterladte,,,,15,,,120
https://www.facebook.com/groups/696166321250526,Nogle vers fra dengang kvinder gik med tyskere.,https://scontent-arn2-1.xx.fbcdn.net/v/t39.30808-6/413909762_10231951486596653_2499821813076632106_n.jpg?stp=dst-jpg_s1080x2048&_nc_cat=108&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=FyvWAItMubUQ7kNvgHbJVWa&_nc_zt=23&_nc_ht=scontent-arn2-1.xx&_nc_gid=Abq5vwnEiGPmFl-KBjtxrfO&oh=00_AYD4JNpuTH0ARPDjjM0Na7-Tf4GhI2pMU-EDIAhxlSeqXw&oe=671D301D,Henning N. Larsen,https://www.facebook.com/groups/696166321250526/user/100002759945881/?__cft__[0]=AZUl5kAAhVgPxVw4O3eIGW7LpD8bXjtnJNqrRPniqRnZO2nx0Fe3modYbILWIwGGG81c_3phhl3_moVGhVy9C2qGRWjUHWwX48NoF2YCG3CJyeDaHFfzy94bCI7xLXqXeqwJNRvlEmUbEcZXAhAZaQ5Y5FwppN8LiIQePG743Pa2ENKMM68HUyeHzXMEi_86yRgU1gDyS-gNefJCpmnT-RbM&__tn__=R-R,30,34 kommentarer,34 kommentarer,121
https://www.facebook.com/groups/696166321250526,En bevægende og smuk dag på Skæring hede. Holdt tale og nedlagde krans for de 5 unge mænd og der blev henrettet på Skæring hede for præcis 80 år siden(2. Decembe… Se mere,https://scontent-arn2-1.xx.fbcdn.net/v/t39.30808-6/407620919_10231323397605093_8555329651688839998_n.jpg?stp=dst-jpg_p960x960&_nc_cat=102&ccb=1-7&_nc_sid=833d8c&_nc_ohc=b3mRPIEd0RwQ7kNvgFrX2Y3&_nc_zt=23&_nc_ht=scontent-arn2-1.xx&_nc_gid=AsbXBCnWzpwhwijqBm0yzZG&oh=00_AYBPFZHJVZw5tbJOBW2kIE9NhWcV4Rlp2G2KahvUhuIO2A&oe=671D207E,Ole Dan Nielsen,https://www.facebook.com/groups/696166321250526/user/1210932037/?__cft__[0]=AZU5b8rcAdzzok_nzKVRRRYWXQTC6GxpcCg7H0UWhVRvTwEt4tYgpTvHbdBo8NH54cQyuL5UmO5aJ2lPVuwpG6MPx0zna0SFb-7ciNPbSFWzR44isOap5L4oNIZsP1BfnilBFfz564f0Tg0abMOG4lzwhAAc30ZJWmrVTGR3h-H1iwxDwvMOS4tpHhLWviKYt5BWNsdrqOGg8qa99iFzcGidoixVIV9C2LOiqRP6L52EJA&__tn__=R-R,120,9 kommentarer,9 kommentarer,124
https://www.facebook.com/groups/696166321250526,"Nogen fra Kerteminde der kender til denne aktion, juli 1943: En dag løb en mand rundt til husene i havneområdet og råbte: ”Luk vinduerne op!” Da man spurgte hvo… Se mere",,Peter Thinghøj Christiansen,"https://www.facebook.com/profile.php?id=1275590436&__cft__[0]=AZXVGg6kPTWESW4GoOtSsazhXMLKgllNmgKtDhuxR-LfyQwtYj76g-yK7En1M6NQ5YeUsYO27B7t2lPXkg2zwF0zX2kojMuYwVt_Dc3rUigfrM2Q1Oe1X6UaXGpxT4Oe7l6fVib7tWYtPzzgeQrvLU--fntUzZeYkdYPgkzfE22cJG1YSFSlanAbnzAO_Ug5yN8QI4BZr5BbNvOa2UW_FuYOKYmeu4eQnGVYI9eQIRUfXQ&__tn__=%3C%2CP-y-R, https://www.facebook.com/groups/696166321250526/user/1275590436/?__cft__[0]=AZXVGg6kPTWESW4GoOtSsazhXMLKgllNmgKtDhuxR-LfyQwtYj76g-yK7En1M6NQ5YeUsYO27B7t2lPXkg2zwF0zX2kojMuYwVt_Dc3rUigfrM2Q1Oe1X6UaXGpxT4Oe7l6fVib7tWYtPzzgeQrvLU--fntUzZeYkdYPgkzfE22cJG1YSFSlanAbnzAO_Ug5yN8QI4BZr5BbNvOa2UW_FuYOKYmeu4eQnGVYI9eQIRUfXQ&__tn__=%3C%3C%2CP-y-R",10,,,125
https://www.facebook.com/groups/696166321250526,Hvordan foregik Royal Air Force og S.O.E-nedkastningerne af våben og faldskærmsfolk i 1943 egentlig til modtagegruppen med base på Hvidsten Kro?  Det kan du h… Se mere,https://scontent-arn2-1.xx.fbcdn.net/v/t39.30808-6/398734527_727461692760343_6181833289537011694_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=127cfc&_nc_ohc=mnHhUiGb03YQ7kNvgHWLuNX&_nc_zt=23&_nc_ht=scontent-arn2-1.xx&_nc_gid=AsbXBCnWzpwhwijqBm0yzZG&oh=00_AYCHgMFr48BBLvu6w89r88BNokLzpyJwXk36HTGx4uhvDA&oe=671D3195,Camilla Hansen,https://www.facebook.com/groups/696166321250526/user/792503814/?__cft__[0]=AZU0Vj3XD2jbDu3ZLV40TRZgv3hmo_QbWLdkHG1LEHrtmjMKZMqWaX92GMyPt8k9iWBl1w0odvypDoiDE0cyYU7zbeOjZi1n9ZwyOfzN_tLZORNptF3US-U_A6_xS_rggDl1UtBxMS9QLOmToXdewmTyjH5aO77xoFVDZ9k-ZnzwaSIeMHzzjgbz1S5UBKXv_towKJU5jCaOXOIO56W1790VzW4P-bzHv67p05qg0T4IV3MINPiYfkLOwq1AZUxpwUSIpV-9ktjaOhEEua7v4h7d&__tn__=R-R,11,1 kommentar,1 kommentar,126
https://www.facebook.com/groups/696166321250526,Nogen ville vende sig i graven her…,,Carsten Lauritzen,https://www.facebook.com/groups/696166321250526/user/100012236944524/?__cft__[0]=AZUE2UnSiavym3KZRO1Y15fwnna5CKY55tz-uyGcpdPNB6r7yOPdVXACL6MFM8WJ4H4hfaRL9VqvZawqz_6Uf8dPYgNDpPJ-Qk3gGHGzWhJ6a4XTBOVevIb2IHNS10TrEwYYL9ul3_ontLu9IxtaDnHelGI_ATQKJiKq-2I8dBjcCnjPhjfRAFH6IWNqrQmcOKQtdtQN6PXkjyxgbFZVXwFpFHzWN6_H4q5T7KWBOAVfRw&__tn__=R-R,11,3 kommentarer,3 kommentarer,128
https://www.facebook.com/groups/696166321250526,"I går havde jeg i England fornøjelsen at mødes med tre meget spændende personer med relation til den danske modstandsbevægelse og anden verdenskrig.Dels to af Head of SOE Denmark Ralph Hollingworths  døtre - Ann og Gillian - og derudover Konrad, hvis polske far stod for en af nedkastningerne  af faldskærmsfolk og våben til Hvidstengruppen i maj 1943.Kom og hør mere om mit interview med alle tre i mit nye foredrag, der har premiere den 23. november 2023 kl. 19 i Kino i Rin… Se mere",https://scontent-arn2-1.xx.fbcdn.net/v/t39.30808-6/401848893_733431688830010_4435343497136918099_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=_Yot_WslPHYQ7kNvgEJySuv&_nc_zt=23&_nc_ht=scontent-arn2-1.xx&_nc_gid=AlrG7j6fR1X7QANmBXZLSWp&oh=00_AYB0oZPN89rOJqAzAE3itNso5zk--W-tWRI-dVOkLA1hVQ&oe=671D47FE,,,16,,,129
https://www.facebook.com/groups/696166321250526,"Hej, og tak for medlemskab.Jeg leder efter oplysninger om Hans Peter Andersen, som er min fars Morbror. Min farmor fortalte at han var politibetjent og døde i Neuengamme, hvilket jo ikke er rigtigt. Min farmor var meget konservativt, hvilket kan forklare hendes ""historie"", da hun afskyede alt hvad der var socialistisk og kommunistisk.Jeg leder efter oplysninger om hvorfor han blev deporteret. Var det fordi han var medlem af DKP og var det der var det illegale arbejde?DKP h… Se mere",,Peer Vesterager,https://www.facebook.com/groups/696166321250526/user/1431952495/?__cft__[0]=AZWejpEU-oWrP73U41Qo77xhTpnMB7R0LKAKlqN6y7idTCypr5zKyngptK51mcD1omet5L3LXvp9ZmhJbJPOUE1EPTPRtkG82AnBGJZuEoYpcpmMLb9GRfMED89ecZR-jZTbGl351eBI1LXf9qp2-d73Jw2J2QoKhDXcJ2aX9HBsfwe-ZodGPAMKMRUlcJJyNNU&__tn__=R-R,9,2 kommentarer,2 kommentarer,130
https://www.facebook.com/groups/696166321250526,"Den gyldne brosten er lagt for at mindes de lokale, der kæmpede imod nazismen.",,,,11,,,131
https://www.facebook.com/groups/696166321250526,"Bl.a. Kirk og Scherfig stod bag satirespalten Obadias, der udkom fra 1934 til Arbejderbladet lukkede i 1941. Nogle af de bidende morsomme  tekster blev samlet i et hæfte, der udkom op til jul 1934. Jeg har samlet de næstbedste tekster i et hæfte, som snart udkommer. Flere detaljer senere...",https://scontent-arn2-1.xx.fbcdn.net/v/t39.30808-6/401066279_10228318088510164_7804486048256334311_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=127cfc&_nc_ohc=RMqmSP8vCgYQ7kNvgFnTq3r&_nc_zt=23&_nc_ht=scontent-arn2-1.xx&_nc_gid=AtXyFz76RVHf-sPk6NiHwKF&oh=00_AYDySun08q8XmV5UFfp-iRybqRW88-3O6ODzEEjR0jjAnQ&oe=671D35DD,Erik Voss,https://www.facebook.com/groups/696166321250526/user/1017715794/?__cft__[0]=AZVPcVwPyBOntJeQ4BdgKxEfhkDMSavej0JSqPsv99zo9n_1zklriHCmxgauuxoje8uEbAXJ3LNRsVPTab9JoSiRwdtIbt51l-c88d4egZsx44nxGdwCDAdY8kkXfubrwBvKJO-ge8GTnle1ySmnMXY6kOsqzZZV0Gl5khE5H6V-fjYs2ZDvQSFtb4wI3jsx0LbCcGVvCe9q7jBOeU4V25-HswGg7tSYWmSN8BX_7rKl1IIV6vbRZfb9F0_9Jo8n7W0&__tn__=R-R,12,1 kommentar,1 kommentar,132
https://www.facebook.com/groups/696166321250526,Åbent hus og GRATIS adgang til museetLørdag den 18. november 2023 kl. 10.00 - 15.00Det er i år 40 år siden at kaptajn O.V. Pedersen startede Fynske Livregime… Se mere,https://scontent-arn2-1.xx.fbcdn.net/v/t39.30808-6/398400332_730685749079639_4291997655816142974_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=833d8c&_nc_ohc=lThghk8V7EIQ7kNvgHdH630&_nc_zt=23&_nc_ht=scontent-arn2-1.xx&_nc_gid=AtXyFz76RVHf-sPk6NiHwKF&oh=00_AYDVldgEyWtMj_beoV5jVpTvFeeebbSs6fqo76cejsLXvg&oe=671D2ED8,,,8,,,133
https://www.facebook.com/groups/696166321250526,"Hvis man nu søger efter en modstandsmand på natmus og intet finder, så er det vel ret umuligt at finde noget? Vedkommende døde i 2002",,Bent Mølholm,https://www.facebook.com/groups/696166321250526/user/1078915580/?__cft__[0]=AZXLZKyq069vEUPn2LFay0HsbGzAyn_ihZ_Vsq2ASxG5Cy6NSCpfowCcaoZhyGqrZKjyPWfcmksbAclVLQ7fYFZekZiSonYzXeyHL5Bc8t0Uk3SUDX39pyHC15l8g5LIucGwyHU2U1rdWqEuciwQl4zPzl8iosu6G1B89HggYgXquPTbZVSBzD3OsSdMawCzTzM&__tn__=R-R,16,28 kommentarer,28 kommentarer,134
https://www.facebook.com/groups/696166321250526,"Min farfar Frank Olaf Nielsen var modstandsmand. Han fortalte aldrig selv om tiden og min far vidste heller ikke noget. Så meget mere end det ved jeg ikke, men måske nogen herinde har læst eller hørt omkring ham? Han var kommunist og boede i København. jeg tænker derfor at det må have været Bopa han var med i, men jeg har ikke selv kunnet finde noget om ham.På et tidspunkt har tyskerne åbenbart rettet deres øjne mid ham, for han forlader København og tager op til Nykøbing M… Se mere",,Bent Hieronymus Pedersen,https://www.facebook.com/groups/696166321250526/user/100016174542902/?__cft__[0]=AZUx1jEwByWKj2OOXmQ6tZ08mtCmjL3qwvsyU9TGoiFO-yWvuFRqwFNpOQ_1qevGYfovCGURAZgJ6oOC6OWVlO3m0QUJkzmSVzRJwIC0bGOUFMUGtYMz_ZDYD--BsAW44fnmjmFa_O5Rxqj6b_1pSk7tyuIWCIWslMocERZ80Oz-n6jY2gxv-U2RHfNE-ZlTXNI&__tn__=R-R,30,9 kommentarer,9 kommentarer,135
https://www.facebook.com/groups/696166321250526,"Så kom vores bog om Flugtrute Møn på markedet og kan købes i enhver boghandel. Har du familie eller venner, der flygtede til Sverige via Møn i 1943, må du ikke gå glip af denne bog.",,,,7,,,136
https://www.facebook.com/groups/696166321250526,"Minde Medalje fra KZ- lejren i Salaspils ved Riga, Letland",https://scontent-arn2-1.xx.fbcdn.net/v/t39.30808-6/393695479_10231580214275077_7845680988837916149_n.jpg?stp=dst-jpg_s1080x2048&_nc_cat=100&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=YKX4A9HoUZMQ7kNvgH5MMcO&_nc_zt=23&_nc_ht=scontent-arn2-1.xx&_nc_gid=AHsgr5cvfSA9BYkorXYDOcO&oh=00_AYAGnNewGuhKe7GYmIo1V5S7oaTIWmMWJWI7wDTKyEyF6A&oe=671D1F1B,,,22,,,138
https://www.facebook.com/groups/696166321250526,"Jeg undrer mig en hel del. På diverse hjemmesider ligger der beretninger om minestrygeren S5 Havørnen, der blev sat på grund ved Stammenakke syd for Sjælland, da et forsøg på at flygte til Sverige den 29. august 1943 mislykkedes. Det, som undrer mig er, at de er så forskellige og behæftet med fejl og forkerte gisninger. De, som har skrevet beretningerne, kunne bare have gjort det samme som jeg, nemlig læst skibschefen Aage Schulze's egen beretning i bogen 'FEM AAR, indtryk og… Se mere",https://scontent-arn2-1.xx.fbcdn.net/v/t39.30808-6/393404023_6809012182480623_6526454980595306590_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=Ml9W5aPF_HYQ7kNvgERDPgK&_nc_zt=23&_nc_ht=scontent-arn2-1.xx&_nc_gid=A2sqDnQpH4nw7IuyRcYE6Su&oh=00_AYAyMAmFvEOs_oyyuBD_ddiszoN1wOnbAiQsByorkQpH1A&oe=671D2365,,,16,,,139
https://www.facebook.com/groups/696166321250526,Gad vide hvad han laver.,https://scontent-arn2-1.xx.fbcdn.net/v/t39.30808-6/387847844_10231438462086149_6589143244116621662_n.jpg?stp=dst-jpg_s1080x2048&_nc_cat=104&ccb=1-7&_nc_sid=127cfc&_nc_ohc=19jrocXGmFEQ7kNvgFO6LSq&_nc_zt=23&_nc_ht=scontent-arn2-1.xx&_nc_gid=A2sqDnQpH4nw7IuyRcYE6Su&oh=00_AYChQOz0wteE2kKn2w90ZSNbSG-W16BzHaonqNYivlomZQ&oe=671D50BF,Johnny Ibsen,https://www.facebook.com/groups/696166321250526/user/100000907861212/?__cft__[0]=AZVRj-PWyJR5vk9jZ2Ghq3I2rBERsHWuHi2TFkr5tKy4T7TPFxCDprcm9q3kmck8_14tUOKOff1oshc-Az62N8uTIBzc8Sc3qjTNx8jqwEmBAVmPNqSxjVTjcAhJskX5a7CpqSk7aGI8mvgeo5KNDE0vISo49LxzHe5RR6teP221VqwBn3hN6-cx8VEzN8MU80MmQhRLPHISHge82bApqtToGuwg5um_XsIP3bkVYRO23Q&__tn__=R-R,13,4 kommentarer,4 kommentarer,140
https://www.facebook.com/groups/696166321250526,Skal du til Kulturnat i aften og skal du besøge Stjerne Radio i Istedgade. Vi har lavet aftale med vores gode nabo i nr. 29 så vi kan være indendørs til de to f… Se mere,,Peter Thinghøj Christiansen,"https://www.facebook.com/profile.php?id=1275590436&__cft__[0]=AZXakjLOMAcctJzhrxysqK6L2pJruRAtxqWguq0V5tuSRmCCVQQD2gdK42Z47FS-9fecGr2kN4_gtHf7DOykfa1SvX1SYehdHpkCThe8eRJO6Y0iaiciduID29f9uUeFYJFkmDHPEGXodtQs-Z2lak1aCxqR25GJMmPfcED7ntPMJTDPytsNenQv-5gdHhNgqdkmUIcOO7ALapRuDrpRtV8PmK7KfkA0gCmRYyUUcTf_Zw&__tn__=%3C%2CP-y-R, https://www.facebook.com/groups/696166321250526/user/1275590436/?__cft__[0]=AZXakjLOMAcctJzhrxysqK6L2pJruRAtxqWguq0V5tuSRmCCVQQD2gdK42Z47FS-9fecGr2kN4_gtHf7DOykfa1SvX1SYehdHpkCThe8eRJO6Y0iaiciduID29f9uUeFYJFkmDHPEGXodtQs-Z2lak1aCxqR25GJMmPfcED7ntPMJTDPytsNenQv-5gdHhNgqdkmUIcOO7ALapRuDrpRtV8PmK7KfkA0gCmRYyUUcTf_Zw&__tn__=%3C%3C%2CP-y-R",2,,,141
https://www.facebook.com/groups/696166321250526,Fredag den 13. er Kulturnat i København. Fra kl. 18 er medlemmer af bestyrelsen foran forretningen i Istedgade 31.  Kl. 19 og kl. 21 holder Peter Birkelund fore… Se mere,,Stjerne Radio,"https://www.facebook.com/profile.php?id=100063679503165&__cft__[0]=AZVn382O5Bu1JWKfI3RTKLDesdgCeDowNFhfXNNyUB1kE2U5HurDPw2A0M_VigH2p09xBn806EJtsBGex4pUF19MDP4utpx03bvS7e-Y0Uh-_keNs2vs8qVwsKjuJJt5e-RyIWkRYsTrr15tb6lzeqZAP4n3lQsSHrC3OBv3j3qwKbS7Z58Te-APadrZCMzFhtYA6VtuU-PWc6jCiN6O67vWAqkQy1n-7KYITqqxm-aEQ2MZvMCyY_nHnihL2qfrzH970FiALUSdK-2qTi2SD_wf&__tn__=%3C%2CP-y-R, https://www.facebook.com/groups/696166321250526/user/100063679503165/?__cft__[0]=AZVn382O5Bu1JWKfI3RTKLDesdgCeDowNFhfXNNyUB1kE2U5HurDPw2A0M_VigH2p09xBn806EJtsBGex4pUF19MDP4utpx03bvS7e-Y0Uh-_keNs2vs8qVwsKjuJJt5e-RyIWkRYsTrr15tb6lzeqZAP4n3lQsSHrC3OBv3j3qwKbS7Z58Te-APadrZCMzFhtYA6VtuU-PWc6jCiN6O67vWAqkQy1n-7KYITqqxm-aEQ2MZvMCyY_nHnihL2qfrzH970FiALUSdK-2qTi2SD_wf&__tn__=%3C%3C%2CP-y-R",5,,,142
https://www.facebook.com/groups/696166321250526,"Jeg har fået disse to, de skulle være tyske, men står S’et for sanitethjælper??",https://scontent-arn2-1.xx.fbcdn.net/v/t39.30808-6/385872345_10231503929247999_1016150318642274105_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=Fd4ErXz3JHAQ7kNvgExxJYd&_nc_zt=23&_nc_ht=scontent-arn2-1.xx&_nc_gid=A-bWDso58jjKCefgdWDUEpI&oh=00_AYCqE5yxynKwoOhgwXXIDMuBhqqPJZv4USrWdNNx0LnvMg&oe=671D2F64,,,11,2 kommentarer,2 kommentarer,143
https://www.facebook.com/groups/696166321250526,"I velovervejelser mellem Anders Brandt Lundager, Peter Birkelund, Peter Thinghøj Christiansen, Thomas Warburg og Joakim Zacho Weylandt om den kommende udstilling… Se mere",https://scontent-arn2-1.xx.fbcdn.net/v/t39.30808-6/387829603_847221787410464_5688918634852274130_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=833d8c&_nc_ohc=dJ8zxQ-yUpsQ7kNvgF2BUub&_nc_zt=23&_nc_ht=scontent-arn2-1.xx&_nc_gid=AKMRMIo-h-J2DSdu4HLExWn&oh=00_AYCQnWLsNOO33RpisMEpAd3Pp-DnK0UfW5Vp9pm9roUIlQ&oe=671D2256,Stjerne Radio,"https://www.facebook.com/profile.php?id=100063679503165&__cft__[0]=AZWQtKGiPWuE2eA9WPe8qxiSw4Cl3D7fu1zgq24Rl383uLV9K4LwtTAoabyrGfhEkRBAxvC1-rm7wUzqVm-MUr325K5MY0xd6GPyVrmEHSFdbem3cWf574Bl7I4vUGplAK8snVUtvqtnJM7zqYnGnw8sYU9ScH_XGG4DGlW_mzZCBFX38uxE5sq-XpdW9L-xZUCorHiy-H_5C7Mg_tRbJxb450GrRyYeO1-IcHz_gxfNLEG2Jhr4P6_bl9SxkQ8ebVTH3K1en4wHY0P5MHQJgoJH&__tn__=%3C%2CP-y-R, https://www.facebook.com/groups/696166321250526/user/100063679503165/?__cft__[0]=AZWQtKGiPWuE2eA9WPe8qxiSw4Cl3D7fu1zgq24Rl383uLV9K4LwtTAoabyrGfhEkRBAxvC1-rm7wUzqVm-MUr325K5MY0xd6GPyVrmEHSFdbem3cWf574Bl7I4vUGplAK8snVUtvqtnJM7zqYnGnw8sYU9ScH_XGG4DGlW_mzZCBFX38uxE5sq-XpdW9L-xZUCorHiy-H_5C7Mg_tRbJxb450GrRyYeO1-IcHz_gxfNLEG2Jhr4P6_bl9SxkQ8ebVTH3K1en4wHY0P5MHQJgoJH&__tn__=%3C%3C%2CP-y-R",14,,,144
